name,category,price,old_price,sellable_online,other_colors,short_description,depth,height,width,discounted,width_d,height_d,depth_d,discount_amount,size
SÖDERHAMN,Sofas & armchairs,3120.0,3120.0,True,Yes,        4-seat sofa,151.0,83.0,285.0,0,1,1,1,0.0,3571905.0
SANDBACKEN,Sofas & armchairs,1176.0,1345.0,True,Yes,        3-seat sofa,78.0,69.0,212.0,1,1,1,1,169.0,1140984.0
GRÖNLID,Sofas & armchairs,4585.0,4585.0,True,Yes,"        Corner sofa, 5-seat",98.0,104.0,322.0,0,1,1,1,0.0,3281824.0
STOCKSUND,Sofas & armchairs,2695.0,2695.0,True,Yes,        3-seat sofa,97.0,84.0,199.0,0,1,1,1,0.0,1621452.0
HÄSSELBY,Sofas & armchairs,1295.0,1295.0,True,No,        3-seat sofa,81.0,81.0,176.0,0,1,1,1,0.0,1154736.0
SÖDERHAMN,Sofas & armchairs,1995.0,1995.0,True,Yes,        3-seat sofa,99.0,83.0,198.0,0,1,1,1,0.0,1626966.0
EKTORP,Sofas & armchairs,3395.0,3395.0,True,Yes,"        Corner sofa, 4-seat",88.0,88.0,186.9084249084249,0,0,1,1,0.0,7744.0
NORSBORG,Sofas & armchairs,3300.0,4125.0,True,Yes,        4-seat sofa,106.32034632034632,85.0,293.0,1,1,1,0,825.0,24905.0
ALSEDA,Sofas & armchairs,195.0,195.0,True,No,        Stool,106.32034632034632,18.0,186.9084249084249,0,0,1,0,0.0,18.0
GAMLARP,Sofas & armchairs,2795.0,2795.0,True,No,        3-seat sofa,90.0,86.0,211.0,0,1,1,1,0.0,1633140.0
GRYTTBY,Sofas & armchairs,206.5,295.0,True,No,        Cover 3-seat sofa,106.32034632034632,77.23321554770318,186.9084249084249,1,0,0,0,88.5,1.0
SÖDERHAMN,Sofas & armchairs,4190.0,4190.0,True,Yes,"        Corner sofa, 4-seat",99.0,83.0,192.0,0,1,1,1,0.0,1577664.0
BRÅTHULT,Sofas & armchairs,1277.0,1495.0,True,Yes,"        Corner sofa, 3-seat",106.32034632034632,69.0,212.0,1,1,1,0,218.0,14628.0
FRIHETEN,Sofas & armchairs,1845.0,1845.0,True,Yes,        3-seat sofa-bed,105.0,83.0,225.0,0,1,1,1,0.0,1960875.0
GRÖNLID,Sofas & armchairs,2195.0,2195.0,True,Yes,        3-seat sofa,98.0,104.0,247.0,0,1,1,1,0.0,2517424.0
LANDSKRONA,Sofas & armchairs,1995.0,1995.0,True,Yes,        2-seat sofa,89.0,78.0,164.0,0,1,1,1,0.0,1138488.0
KIVIK,Sofas & armchairs,6545.0,6545.0,True,Yes,"        Corner sofa, 6-seat",163.0,83.0,387.0,0,1,1,1,0.0,5235723.0
LYCKSELE,Sofas & armchairs,100.0,100.0,True,No,        Storage box 2-seat sofa-bed,55.0,21.0,92.0,0,1,1,1,0.0,106260.0
STRANDMON,Sofas & armchairs,300.0,300.0,True,Yes,        Footstool,40.0,44.0,60.0,0,1,1,1,0.0,105600.0
GRÖNLID,Sofas & armchairs,3590.0,3590.0,True,Yes,        4-seat sofa,164.0,104.0,328.0,0,1,1,1,0.0,5594368.0
SÖDERHAMN,Sofas & armchairs,1645.0,1645.0,True,Yes,        3-seat section,99.0,83.0,186.0,0,1,1,1,0.0,1528362.0
ASKEBY,Sofas & armchairs,995.0,995.0,True,No,        Two-seat sofa-bed,72.0,72.0,149.0,0,1,1,1,0.0,772416.0
BRÅTHULT,Sofas & armchairs,1176.0,1345.0,True,Yes,        3-seat sofa,78.0,69.0,212.0,1,1,1,1,169.0,1140984.0
NORSBORG,Sofas & armchairs,4580.0,5725.0,True,Yes,"        Corner sofa, 5-seat",88.0,85.0,285.0,1,1,1,1,1145.0,2131800.0
VIMLE,Sofas & armchairs,2610.0,2610.0,True,Yes,        3-seat sofa,98.0,83.0,241.0,0,1,1,1,0.0,1960294.0
NORSBORG,Sofas & armchairs,2020.0,2525.0,True,Yes,        3-seat sofa,88.0,85.0,213.0,1,1,1,1,505.0,1593240.0
NYHAMN,Sofas & armchairs,1470.0,1470.0,True,Yes,        Sofa-bed with triple cushion,97.0,90.0,200.0,0,1,1,1,0.0,1746000.0
SANDBACKEN,Sofas & armchairs,1841.0,1950.0,True,Yes,        Corner sofa-bed,106.32034632034632,69.0,212.0,1,1,1,0,109.0,14628.0
NORSBORG,Sofas & armchairs,380.0,475.0,True,Yes,        Cover for 2-seat sofa,106.32034632034632,77.23321554770318,186.9084249084249,1,0,0,0,95.0,1.0
EKTORP,Sofas & armchairs,2345.0,2345.0,True,Yes,        3-seat sofa,106.32034632034632,88.0,252.0,0,1,1,0,0.0,22176.0
BOSNÄS,Sofas & armchairs,95.0,95.0,True,Yes,        Footstool with storage,106.32034632034632,36.0,36.0,0,1,1,0,0.0,1296.0
LANDSKRONA,Sofas & armchairs,3795.0,3795.0,True,Yes,        3-seat sofa,106.32034632034632,78.0,242.0,0,1,1,0,0.0,18876.0
VIMLE,Sofas & armchairs,3805.0,3805.0,True,Yes,        4-seat sofa,164.0,83.0,322.0,0,1,1,1,0.0,4383064.0
GRÖNLID,Sofas & armchairs,1795.0,1795.0,True,Yes,        2-seat sofa,98.0,104.0,177.0,0,1,1,1,0.0,1803984.0
SÖDERHAMN,Sofas & armchairs,1174.0,1210.0,True,Yes,        Armchair,99.0,83.0,105.0,1,1,1,1,36.0,862785.0
FYRESDAL,Sofas & armchairs,549.0,549.0,True,No,"        Day-bed frame,          80x200 cm",106.32034632034632,94.0,88.0,0,1,1,0,0.0,8272.0
NORSBORG,Sofas & armchairs,1660.0,2075.0,True,Yes,        2-seat sofa,88.0,85.0,153.0,1,1,1,1,415.0,1144440.0
EKTORP,Sofas & armchairs,395.0,395.0,True,Yes,        Cover three-seat sofa,106.32034632034632,77.23321554770318,186.9084249084249,0,0,0,0,0.0,1.0
GAMLEHULT,Sofas & armchairs,325.0,325.0,True,No,        Footstool with storage,106.32034632034632,36.0,186.9084249084249,0,0,1,0,0.0,36.0
SÖDERHAMN,Sofas & armchairs,1990.0,1990.0,True,No,        2-seat sofa,151.0,83.0,186.0,0,1,1,1,0.0,2331138.0
SÖDERHAMN,Sofas & armchairs,3845.0,3845.0,True,Yes,        4-seat sofa,151.0,83.0,291.0,0,1,1,1,0.0,3647103.0
LANDSKRONA,Sofas & armchairs,2495.0,2495.0,True,Yes,        3-seat sofa,89.0,78.0,204.0,0,1,1,1,0.0,1416168.0
FLOTTEBO,Sofas & armchairs,2236.0,2795.0,True,Yes,"        Sofa-bed with side table,          120 cm",120.0,79.0,200.0,1,1,1,1,559.0,1896000.0
SÖDERHAMN,Sofas & armchairs,27.0,45.0,True,Yes,        Cover for armrest,106.32034632034632,77.23321554770318,186.9084249084249,1,0,0,0,18.0,1.0
FÄRLÖV,Sofas & armchairs,2595.0,2995.0,True,Yes,        3-seat sofa,106.0,88.0,218.0,1,1,1,1,400.0,2033504.0
HOLMSUND,Sofas & armchairs,2995.0,2995.0,True,Yes,        Corner sofa-bed,151.0,96.0,230.0,0,1,1,1,0.0,3334080.0
HEMNES,Sofas & armchairs,1495.0,1495.0,True,No,"        Day-bed frame with 3 drawers,          80x200 cm",70.0,18.0,89.0,0,1,1,1,0.0,112140.0
GAMLARP,Sofas & armchairs,2395.0,2395.0,True,No,        2-seat sofa,90.0,86.0,171.0,0,1,1,1,0.0,1323540.0
GRÄLVIKEN,Sofas & armchairs,1995.0,1995.0,True,No,        3-seat sofa-bed,86.0,74.0,225.0,0,1,1,1,0.0,1431900.0
KIVIK,Sofas & armchairs,2195.0,2195.0,True,Yes,        Three-seat sofa,95.0,83.0,228.0,0,1,1,1,0.0,1797780.0
KIVIK,Sofas & armchairs,5145.0,5145.0,True,Yes,"        Corner sofa, 5-seat",95.0,83.0,297.0,0,1,1,1,0.0,2341845.0
GRÖNLID,Sofas & armchairs,5990.0,5990.0,True,Yes,"        Corner sofa, 5-seat",164.0,104.0,252.0,0,1,1,1,0.0,4298112.0
GRÖNLID,Sofas & armchairs,1395.0,1395.0,True,Yes,        2-seat section,98.0,104.0,141.0,0,1,1,1,0.0,1437072.0
LANDSKRONA,Sofas & armchairs,3495.0,3495.0,True,Yes,        3-seat sofa,89.0,78.0,204.0,0,1,1,1,0.0,1416168.0
KLIPPAN,Sofas & armchairs,1295.0,1295.0,True,No,        2-seat sofa,88.0,66.0,177.0,0,1,1,1,0.0,1028016.0
EKTORP,Sofas & armchairs,395.0,395.0,True,Yes,        Footstool,106.32034632034632,44.0,62.0,0,1,1,0,0.0,2728.0
VALLENTUNA,Sofas & armchairs,1160.0,1450.0,True,Yes,        Sofa-bed module,100.0,45.0,80.0,1,1,1,1,290.0,360000.0
GRÖNLID,Sofas & armchairs,4545.0,4545.0,True,Yes,"        Corner sofa, 4-seat",98.0,104.0,252.0,0,1,1,1,0.0,2568384.0
SÖDERHAMN,Sofas & armchairs,745.0,895.0,True,Yes,        Footstool,93.0,77.23321554770318,93.0,1,1,0,1,150.0,8649.0
VIMLE,Sofas & armchairs,3535.0,3535.0,True,Yes,        3-seat sofa,164.0,103.0,252.0,0,1,1,1,0.0,4256784.0
VIMLE,Sofas & armchairs,5530.0,5530.0,True,Yes,"        Corner sofa, 5-seat",98.0,83.0,319.0,0,1,1,1,0.0,2594746.0
GRÖNLID,Sofas & armchairs,3190.0,3190.0,True,Yes,        3-seat sofa,164.0,104.0,258.0,0,1,1,1,0.0,4400448.0
STOCKSUND,Sofas & armchairs,345.0,345.0,True,Yes,        Cover for armchair,106.32034632034632,77.23321554770318,186.9084249084249,0,0,0,0,0.0,1.0
DELAKTIG,Sofas & armchairs,3275.0,3275.0,True,Yes,        2-seat sofa,84.0,79.0,149.0,0,1,1,1,0.0,988764.0
GRÖNLID,Sofas & armchairs,745.0,745.0,True,Yes,        1-seat section,98.0,104.0,71.0,0,1,1,1,0.0,723632.0
STOCKHOLM,Sofas & armchairs,6680.0,8350.0,True,No,        Three-seat sofa,88.0,80.0,211.0,1,1,1,1,1670.0,1485440.0
GRÖNLID,Sofas & armchairs,6575.0,6575.0,True,Yes,"        U-shaped sofa, 6 seat",252.0,104.0,327.0,0,1,1,1,0.0,8570016.0
VIMLE,Sofas & armchairs,6030.0,6030.0,True,Yes,"        Corner sofa, 5-seat",164.0,83.0,249.0,0,1,1,1,0.0,3389388.0
KLIPPAN,Sofas & armchairs,295.0,295.0,True,Yes,        Cover for 2-seat sofa,106.32034632034632,77.23321554770318,186.9084249084249,0,0,0,0,0.0,1.0
EKTORP,Sofas & armchairs,175.0,175.0,True,Yes,        Cover two-seat sofa,106.32034632034632,77.23321554770318,186.9084249084249,0,0,0,0,0.0,1.0
BRÅTHULT,Sofas & armchairs,1991.0,2100.0,True,Yes,        Corner sofa-bed,78.0,69.0,212.0,1,1,1,1,109.0,1140984.0
FÄRLÖV,Sofas & armchairs,1836.0,2295.0,True,Yes,        2-seat sofa,106.0,88.0,178.0,1,1,1,1,459.0,1660384.0
KIVIK,Sofas & armchairs,8295.0,8295.0,True,Yes,"        U-shaped sofa, 7-seat",257.0,83.0,368.0,0,1,1,1,0.0,7849808.0
LANDSKRONA,Sofas & armchairs,4295.0,4295.0,True,Yes,        4-seat sofa,158.0,78.0,282.0,0,1,1,1,0.0,3475368.0
VIMLE,Sofas & armchairs,1995.0,1995.0,True,Yes,        2-seat sofa,98.0,83.0,171.0,0,1,1,1,0.0,1390914.0
VALLENTUNA,Sofas & armchairs,40.0,50.0,True,Yes,        Cover for back cushion,13.0,60.0,80.0,1,1,1,1,10.0,62400.0
MARKERAD,Sofas & armchairs,1092.0,1590.0,True,No,"        Day-bed,          80x200 cm",106.32034632034632,77.23321554770318,80.0,1,1,0,0,498.0,80.0
KIVIK,Sofas & armchairs,3245.0,3245.0,True,Yes,        4-seat sofa,106.32034632034632,83.0,186.9084249084249,0,0,1,0,0.0,83.0
HAVSTEN,Sofas & armchairs,2025.0,2025.0,True,No,"        2-seat sofa, in/outdoor,          164x94x90 cm",94.0,90.0,164.0,0,1,1,1,0.0,1387440.0
POÄNG,Sofas & armchairs,172.0,215.0,True,Yes,        Armchair cushion,106.32034632034632,77.23321554770318,186.9084249084249,1,0,0,0,43.0,1.0
KUNGSHAMN,Sofas & armchairs,60.0,100.0,True,Yes,        Cover for 1-seat module,106.32034632034632,77.23321554770318,186.9084249084249,1,0,0,0,40.0,1.0
STOCKHOLM 2017,Sofas & armchairs,5436.0,6795.0,True,Yes,        Three-seat sofa,112.0,72.0,228.0,1,1,1,1,1359.0,1838592.0
KUNGSHAMN,Sofas & armchairs,90.0,150.0,True,Yes,        Cover for corner module,106.32034632034632,77.23321554770318,186.9084249084249,1,0,0,0,60.0,1.0
NORSBORG,Sofas & armchairs,6780.0,8475.0,True,Yes,"        U-shaped sofa, 6 seat",106.32034632034632,85.0,297.0,1,1,1,0,1695.0,25245.0
SANDARED,Sofas & armchairs,345.0,345.0,True,No,"        Pouffe,          56 cm",106.32034632034632,41.0,186.9084249084249,0,0,1,0,0.0,41.0
DELAKTIG,Sofas & armchairs,200.0,200.0,True,No,"        Side table for frame,          47x22 cm",106.32034632034632,36.0,22.0,0,1,1,0,0.0,792.0
EKOLSUND,Sofas & armchairs,250.0,250.0,True,Yes,        Cover for recliner,94.0,97.0,85.0,0,1,1,1,0.0,775030.0
VIMLE,Sofas & armchairs,3385.0,3385.0,True,Yes,        3-seat sofa,164.0,83.0,252.0,0,1,1,1,0.0,3430224.0
VALLENTUNA,Sofas & armchairs,1948.0,2435.0,True,Yes,        Sofa-bed module with backrests,93.0,84.0,113.0,1,1,1,1,487.0,882756.0
HEMNES,Sofas & armchairs,1495.0,1495.0,True,No,"        Day-bed frame with 3 drawers,          80x200 cm",70.0,18.0,89.0,0,1,1,1,0.0,112140.0
FLOTTEBO,Sofas & armchairs,1596.0,1995.0,True,Yes,"        Sofa-bed,          90 cm",90.0,79.0,200.0,1,1,1,1,399.0,1422000.0
SÖDERHAMN,Sofas & armchairs,445.0,445.0,True,Yes,        Cover for 3-seat section,106.32034632034632,77.23321554770318,186.9084249084249,0,0,0,0,0.0,1.0
DELAKTIG,Sofas & armchairs,75.0,75.0,True,Yes,        Cover for armrest with cushion,106.32034632034632,77.23321554770318,186.9084249084249,0,0,0,0,0.0,1.0
DELAKTIG,Sofas & armchairs,125.0,125.0,True,Yes,"        Cover for seat cushion, 2-seat sofa",106.32034632034632,77.23321554770318,186.9084249084249,0,0,0,0,0.0,1.0
SÖDERHAMN,Sofas & armchairs,2370.0,2370.0,True,Yes,        3-seat sofa,99.0,83.0,192.0,0,1,1,1,0.0,1577664.0
HOLMSUND,Sofas & armchairs,2295.0,2295.0,True,Yes,        Three-seat sofa-bed,99.0,96.0,230.0,0,1,1,1,0.0,2185920.0
KUNGSHAMN,Sofas & armchairs,585.0,625.0,True,Yes,        1-seat module,85.0,71.0,67.0,1,1,1,1,40.0,404345.0
SÖDERHAMN,Sofas & armchairs,175.0,200.0,True,Yes,        Armrest,6.0,53.0,82.0,1,1,1,1,25.0,26076.0
STOCKSUND,Sofas & armchairs,100.0,100.0,True,No,        Legs for armchair/sofas,106.32034632034632,18.0,186.9084249084249,0,0,1,0,0.0,18.0
GRÖNLID,Sofas & armchairs,60.0,60.0,True,Yes,        Cover for armrest,106.32034632034632,77.23321554770318,186.9084249084249,0,0,0,0,0.0,1.0
POÄNG,Sofas & armchairs,70.0,70.0,True,Yes,        Footstool cushion,106.32034632034632,77.23321554770318,186.9084249084249,0,0,0,0,0.0,1.0
LIDHULT,Sofas & armchairs,5840.0,5840.0,True,Yes,        3-seat sofa-bed,164.0,102.0,298.0,0,1,1,1,0.0,4984944.0
SÖDERHAMN,Sofas & armchairs,2775.0,2875.0,True,Yes,"        Corner sofa, 3-seat",99.0,83.0,192.0,1,1,1,1,100.0,1577664.0
KUNGSHAMN,Sofas & armchairs,45.0,75.0,True,Yes,        Cover for footstool module,106.32034632034632,77.23321554770318,186.9084249084249,1,0,0,0,30.0,1.0
VALLENTUNA,Sofas & armchairs,100.0,125.0,True,Yes,"        Cover for backrest,          100x80 cm",106.32034632034632,80.0,100.0,1,1,1,0,25.0,8000.0
VALLENTUNA,Sofas & armchairs,60.0,75.0,True,Yes,        Cover for armrest,106.32034632034632,77.23321554770318,186.9084249084249,1,0,0,0,15.0,1.0
TULLSTA,Sofas & armchairs,145.0,145.0,True,Yes,        Armchair cover,106.32034632034632,77.23321554770318,186.9084249084249,0,0,0,0,0.0,1.0
VALLENTUNA,Sofas & armchairs,3896.0,4870.0,True,Yes,        2-seat modular sofa w 2 sofa-beds,113.0,84.0,186.0,1,1,1,1,974.0,1765512.0
GRÖNLID,Sofas & armchairs,4185.0,4185.0,True,Yes,"        Corner sofa, 4-seat",98.0,104.0,235.0,0,1,1,1,0.0,2395120.0
VATTVIKEN,Sofas & armchairs,995.0,995.0,True,No,        Armchair-bed,83.0,86.0,92.0,0,1,1,1,0.0,656696.0
LANDSKRONA,Sofas & armchairs,6095.0,6095.0,True,Yes,        5-seat sofa,106.32034632034632,78.0,360.0,0,1,1,0,0.0,28080.0
NYHAMN,Sofas & armchairs,345.0,345.0,True,Yes,        Cover for 3-seat sofa-bed,106.32034632034632,77.23321554770318,186.9084249084249,0,0,0,0,0.0,1.0
DELAKTIG,Sofas & armchairs,100.0,100.0,True,Yes,"        Cover for seat cushion, armchair",106.32034632034632,77.23321554770318,186.9084249084249,0,0,0,0,0.0,1.0
EKTORP,Sofas & armchairs,125.0,125.0,True,Yes,        Armchair cover,106.32034632034632,77.23321554770318,186.9084249084249,0,0,0,0,0.0,1.0
VALLENTUNA,Sofas & armchairs,104.0,130.0,True,Yes,        Back cushion,106.32034632034632,77.23321554770318,75.0,1,1,0,0,26.0,75.0
LANDSKRONA,Sofas & armchairs,2995.0,2995.0,True,Yes,        2-seat sofa,89.0,78.0,164.0,0,1,1,1,0.0,1138488.0
NYHAMN,Sofas & armchairs,1445.0,1445.0,True,Yes,        3-seat sofa-bed,97.0,90.0,200.0,0,1,1,1,0.0,1746000.0
NORSBORG,Sofas & armchairs,4220.0,5275.0,True,Yes,        4-seat sofa,106.32034632034632,85.0,309.0,1,1,1,0,1055.0,26265.0
NYHAMN,Sofas & armchairs,175.0,175.0,True,No,        Triple cushion,106.32034632034632,77.23321554770318,40.0,0,1,0,0,0.0,40.0
VALLENTUNA,Sofas & armchairs,680.0,850.0,True,Yes,        Seat module with storage,80.0,45.0,80.0,1,1,1,1,170.0,288000.0
DIHULT,Sofas & armchairs,262.5,375.0,True,No,        Pouffe,106.32034632034632,20.0,116.0,1,1,1,0,112.5,2320.0
SANDARED,Sofas & armchairs,445.0,445.0,True,No,"        Pouffe,          71 cm",106.32034632034632,44.0,186.9084249084249,0,0,1,0,0.0,44.0
POÄNG,Sofas & armchairs,195.0,195.0,True,Yes,        Footstool,54.0,39.0,68.0,0,1,1,1,0.0,143208.0
VALLENTUNA,Sofas & armchairs,2932.0,3665.0,True,Yes,        2-seat modular sofa with sofa-bed,113.0,84.0,186.0,1,1,1,1,733.0,1765512.0
SÖDERHAMN,Sofas & armchairs,145.0,145.0,True,Yes,        Footstool cover,106.32034632034632,77.23321554770318,186.9084249084249,0,0,0,0,0.0,1.0
LANDSKRONA,Sofas & armchairs,100.0,100.0,True,No,"        Leg,          15 cm",106.32034632034632,15.0,186.9084249084249,0,0,1,0,0.0,15.0
LIDHULT,Sofas & armchairs,9585.0,9585.0,True,Yes,"        Corner sofa-bed, 6-seat",164.0,102.0,387.0,0,1,1,1,0.0,6473736.0
LIDHULT,Sofas & armchairs,2895.0,2895.0,True,Yes,        3-seat sofa,98.0,102.0,259.0,0,1,1,1,0.0,2588964.0
KIVIK,Sofas & armchairs,250.0,250.0,True,Yes,        Cover for chaise longue,106.32034632034632,77.23321554770318,186.9084249084249,0,0,0,0,0.0,1.0
KIVIK,Sofas & armchairs,795.0,795.0,True,Yes,        Cover three-seat sofa,106.32034632034632,77.23321554770318,186.9084249084249,0,0,0,0,0.0,1.0
VIMLE,Sofas & armchairs,3355.0,3355.0,True,Yes,        2-seat sofa-bed,98.0,83.0,190.0,0,1,1,1,0.0,1545460.0
VIMLE,Sofas & armchairs,4645.0,4645.0,True,Yes,        3-seat sofa-bed,98.0,83.0,271.0,0,1,1,1,0.0,2204314.0
NORSBORG,Sofas & armchairs,5500.0,6875.0,True,Yes,"        Corner sofa, 5-seat",157.0,85.0,303.0,1,1,1,1,1375.0,4043535.0
EMTEN,Sofas & armchairs,39.0,39.0,False,No,"        Bath mat,          50x80 cm",106.32034632034632,77.23321554770318,50.0,0,1,0,0,0.0,50.0
NORSBORG,Sofas & armchairs,1680.0,2100.0,True,Yes,        3-seat section,88.0,85.0,181.0,1,1,1,1,420.0,1353880.0
EKTORP,Sofas & armchairs,695.0,695.0,True,Yes,"        Cover for corner sofa, 4-seat",106.32034632034632,77.23321554770318,186.9084249084249,0,0,0,0,0.0,1.0
GENEVAD,Sofas & armchairs,2697.0,4495.0,True,No,        2-seat sofa,108.0,95.0,172.0,1,1,1,1,1798.0,1764720.0
VIMLE,Sofas & armchairs,205.0,205.0,True,Yes,        Armrest,93.0,68.0,15.0,0,1,1,1,0.0,94860.0
KIVIK,Sofas & armchairs,4645.0,4645.0,True,Yes,"        Corner sofa, 4-seat",95.0,83.0,257.0,0,1,1,1,0.0,2026445.0
EKTORP,Sofas & armchairs,645.0,645.0,True,Yes,        Cover for 3-seat sofa,106.32034632034632,77.23321554770318,186.9084249084249,0,0,0,0,0.0,1.0
KIVIK,Sofas & armchairs,5945.0,5945.0,True,Yes,"        Corner sofa, 5-seat",163.0,83.0,347.0,0,1,1,1,0.0,4694563.0
DELAKTIG,Sofas & armchairs,2575.0,2575.0,True,Yes,        3-seat platform,84.0,77.23321554770318,204.0,0,1,0,1,0.0,17136.0
VIMLE,Sofas & armchairs,125.0,125.0,True,Yes,        Cover for footstool with storage,106.32034632034632,77.23321554770318,186.9084249084249,0,0,0,0,0.0,1.0
GRÖNLID,Sofas & armchairs,95.0,95.0,True,Yes,        Cover for footstool,106.32034632034632,77.23321554770318,186.9084249084249,0,0,0,0,0.0,1.0
LIDHULT,Sofas & armchairs,100.0,100.0,True,Yes,        Cover for armrest,106.32034632034632,77.23321554770318,186.9084249084249,0,0,0,0,0.0,1.0
LIDHULT,Sofas & armchairs,2695.0,2695.0,True,Yes,        2-seat sofa,98.0,102.0,189.0,0,1,1,1,0.0,1889244.0
FÄRLÖV,Sofas & armchairs,596.0,745.0,True,Yes,        Footstool with storage,106.32034632034632,51.0,84.0,1,1,1,0,149.0,4284.0
VALLENTUNA,Sofas & armchairs,640.0,800.0,True,Yes,        Seat module,80.0,45.0,100.0,1,1,1,1,160.0,360000.0
LYCKSELE LÖVÅS,Sofas & armchairs,1245.0,1245.0,True,Yes,        Two-seat sofa-bed,100.0,87.0,142.0,0,1,1,1,0.0,1235400.0
NORSBORG,Sofas & armchairs,280.0,350.0,True,Yes,        Cover for 2-seat section,106.32034632034632,77.23321554770318,186.9084249084249,1,0,0,0,70.0,1.0
VALLENTUNA,Sofas & armchairs,160.0,200.0,True,Yes,        Cover for seat module,106.32034632034632,77.23321554770318,186.9084249084249,1,0,0,0,40.0,1.0
SÖDERHAMN,Sofas & armchairs,375.0,375.0,True,Yes,        Cover for 1-seat section,106.32034632034632,77.23321554770318,186.9084249084249,0,0,0,0,0.0,1.0
VIMLE,Sofas & armchairs,2665.0,2665.0,True,Yes,        3-seat sofa,98.0,103.0,241.0,0,1,1,1,0.0,2432654.0
GRÖNLID,Sofas & armchairs,200.0,200.0,True,Yes,        Armrest,93.0,68.0,18.0,0,1,1,1,0.0,113832.0
EKTORP,Sofas & armchairs,100.0,100.0,True,Yes,        Footstool cover,106.32034632034632,77.23321554770318,186.9084249084249,0,0,0,0,0.0,1.0
DELAKTIG,Sofas & armchairs,3900.0,3900.0,True,Yes,        3-seat sofa,84.0,79.0,204.0,0,1,1,1,0.0,1353744.0
GRÖNLID,Sofas & armchairs,7610.0,7610.0,True,Yes,"        Corner sofa-bed, 5-seat",164.0,104.0,252.0,0,1,1,1,0.0,4298112.0
LIDHULT,Sofas & armchairs,4695.0,4695.0,True,Yes,        4-seat sofa,164.0,102.0,349.0,0,1,1,1,0.0,5838072.0
KIVIK,Sofas & armchairs,3800.0,4750.0,True,No,        Three-seat sofa,95.0,83.0,227.0,1,1,1,1,950.0,1789895.0
LIDHULT,Sofas & armchairs,700.0,700.0,True,Yes,        Open end section w storage,106.32034632034632,77.23321554770318,186.9084249084249,0,0,0,0,0.0,1.0
FÄRLÖV,Sofas & armchairs,795.0,795.0,True,Yes,        Cover for 2-seat sofa,106.32034632034632,77.23321554770318,186.9084249084249,0,0,0,0,0.0,1.0
LYCKSELE,Sofas & armchairs,350.0,350.0,True,Yes,        Cover for 2-seat sofa-bed,106.32034632034632,77.23321554770318,186.9084249084249,0,0,0,0,0.0,1.0
POÄNG,Sofas & armchairs,245.0,245.0,True,Yes,        Footstool,54.0,39.0,68.0,0,1,1,1,0.0,143208.0
VALLENTUNA,Sofas & armchairs,1468.0,1835.0,True,Yes,        Seat module with backrest,93.0,84.0,113.0,1,1,1,1,367.0,882756.0
BRÅTHULT,Sofas & armchairs,250.0,250.0,True,Yes,        Cover for 3-seat sofa,106.32034632034632,77.23321554770318,186.9084249084249,0,0,0,0,0.0,1.0
GRÖNLID,Sofas & armchairs,5040.0,5040.0,True,Yes,        3-seat sofa-bed,164.0,104.0,277.0,0,1,1,1,0.0,4724512.0
KIVIK,Sofas & armchairs,6895.0,6895.0,True,Yes,"        U-shaped sofa, 6 seat",257.0,83.0,328.0,0,1,1,1,0.0,6996568.0
LANDSKRONA,Sofas & armchairs,5995.0,5995.0,True,Yes,        4-seat sofa,158.0,78.0,282.0,0,1,1,1,0.0,3475368.0
VIMLE,Sofas & armchairs,8395.0,8395.0,True,Yes,"        U-shaped sofa, 6 seat",249.0,83.0,327.0,0,1,1,1,0.0,6758109.0
BRIMNES,Sofas & armchairs,1095.0,1095.0,True,No,"        Day-bed frame with 2 drawers,          80x200 cm",53.0,21.0,86.0,0,1,1,1,0.0,95718.0
VALLENTUNA,Sofas & armchairs,116.0,145.0,True,Yes,        Cover for seat module with storage,106.32034632034632,77.23321554770318,186.9084249084249,1,0,0,0,29.0,1.0
VALLENTUNA,Sofas & armchairs,300.0,375.0,True,Yes,"        Backrest,          80x80 cm",13.0,84.0,80.0,1,1,1,1,75.0,87360.0
DELAKTIG,Sofas & armchairs,2700.0,2700.0,True,Yes,        Chaise longue with armrest,84.0,45.0,149.0,0,1,1,1,0.0,563220.0
VIMLE,Sofas & armchairs,4805.0,4805.0,True,Yes,"        Corner sofa, 4-seat",98.0,83.0,235.0,0,1,1,1,0.0,1911490.0
SÖDERHAMN,Sofas & armchairs,450.0,450.0,True,Yes,        Corner section cover,106.32034632034632,77.23321554770318,186.9084249084249,0,0,0,0,0.0,1.0
SÖDERHAMN,Sofas & armchairs,250.0,250.0,True,Yes,        Cover for chaise longue,106.32034632034632,77.23321554770318,186.9084249084249,0,0,0,0,0.0,1.0
GRÖNLID,Sofas & armchairs,145.0,145.0,True,Yes,        Cover for 1-seat section,106.32034632034632,77.23321554770318,186.9084249084249,0,0,0,0,0.0,1.0
GRÖNLID,Sofas & armchairs,170.0,170.0,True,Yes,        Cover for corner section,106.32034632034632,77.23321554770318,186.9084249084249,0,0,0,0,0.0,1.0
LIDHULT,Sofas & armchairs,7785.0,7785.0,True,Yes,"        Corner sofa-bed, 5-seat",98.0,102.0,294.0,0,1,1,1,0.0,2938824.0
GRÖNLID,Sofas & armchairs,3595.0,3595.0,True,Yes,        2-seat sofa-bed,98.0,104.0,196.0,0,1,1,1,0.0,1997632.0
